Índice de Gini da renda domiciliar per capita segundo Município - Minas Gerais;;;
313830 Leandro Ferreira;0,5859;0,4648;0,4631
313835 Leme do Prado;...;0,4893;0,4129
313840 Leopoldina;0,5832;0,5567;0,504
313850 Liberdade;0,6379;0,5518;0,6065
313860 Lima Duarte;0,5677;0,5456;0,5921
313862 Limeira do Oeste;...;0,5568;0,4704
313865 Lontra;...;0,549;0,5135
313867 Luisburgo;...;0,6047;0,52
313868 Luislândia;...;0,4376;0,5867
313870 Luminárias;0,5022;0,6365;0,4085
313880 Luz;0,7007;0,6753;0,503
313890 Machacalis;0,6038;0,5327;0,4852
313900 Machado;0,5931;0,5702;0,5218
313910 Madre de Deus de Minas;0,6259;0,5399;0,5208
313920 Malacacheta;0,5446;0,6715;0,5399
313925 Mamonas;...;0,5341;0,4603
313930 Manga;0,6547;0,5776;0,6867
313940 Manhuaçu;0,5698;0,6;0,5063
313950 Manhumirim;0,5887;0,5393;0,4914
313960 Mantena;0,6321;0,6854;0,5233
313980 Mar de Espanha;0,5708;0,5557;0,404
313970 Maravilhas;0,6216;0,4824;0,3961
313990 Maria da Fé;0,5481;0,5952;0,4863
314000 Mariana;0,5939;0,5715;0,5116
314010 Marilac;0,5356;0,5612;0,4673
314015 Mário Campos;...;0,4756;0,4741
314020 Maripá de Minas;0,5081;0,6348;0,4235
314030 Marliéria;0,5624;0,5464;0,4115
314040 Marmelópolis;0,4164;0,5683;0,4586
314050 Martinho Campos;0,5147;0,5501;0,4535
314053 Martins Soares;...;0,4366;0,4046
314055 Mata Verde;...;0,5346;0,4761
314060 Materlândia;0,6142;0,5773;0,4798
314070 Mateus Leme;0,5157;0,5229;0,5137
317150 Mathias Lobato;0,6104;0,6029;0,5777
314080 Matias Barbosa;0,5565;0,51;0,497
314085 Matias Cardoso;...;0,5859;0,5709
314090 Matipó;0,5514;0,554;0,4889
314100 Mato Verde;0,5356;0,6174;0,4608
314110 Matozinhos;0,5011;0,5081;0,4415
314120 Matutina;0,5896;0,4937;0,5982
314130 Medeiros;0,5934;0,531;0,4673
314140 Medina;0,6203;0,5773;0,5871
314150 Mendes Pimentel;0,6007;0,6113;0,485
314160 Mercês;0,5488;0,5834;0,589
314170 Mesquita;0,4983;0,6037;0,4773
314180 Minas Novas;0,529;0,5326;0,5014
314190 Minduri;0,515;0,5464;0,4902
314200 Mirabela;0,5754;0,5827;0,4864
314210 Miradouro;0,6013;0,5272;0,5215
314220 Miraí;0,5815;0,5431;0,4561
314225 Miravânia;...;0,7186;0,4892
314230 Moeda;0,4838;0,4338;0,4385
314240 Moema;0,4449;0,4941;0,3857
314250 Monjolos;0,5737;0,6831;0,48
314260 Monsenhor Paulo;0,6503;0,5228;0,4054
314270 Montalvânia;0,6509;0,623;0,5439
314280 Monte Alegre de Minas;0,615;0,5691;0,4905
314290 Monte Azul;0,526;0,5766;0,5191
314300 Monte Belo;0,4277;0,4628;0,4575
314310 Monte Carmelo;0,5735;0,521;0,4979
314315 Monte Formoso;...;0,6477;0,5906
314320 Monte Santo de Minas;0,5656;0,5244;0,4233
314340 Monte Sião;0,5455;0,5293;0,4478
314330 Montes Claros;0,6139;0,6164;0,5391
314345 Montezuma;...;0,6653;0,4578
314350 Morada Nova de Minas;0,5561;0,5341;0,4569
314360 Morro da Garça;0,4783;0,5761;0,4732
314370 Morro do Pilar;0,506;0,6003;0,485
314380 Munhoz;0,4998;0,5892;0,4901
314390 Muriaé;0,6152;0,557;0,5167
314400 Mutum;0,5388;0,6212;0,496
314410 Muzambinho;0,5124;0,5603;0,4675
314420 Nacip Raydan;0,5474;0,5715;0,6059
314430 Nanuque;0,6118;0,6704;0,5149
314435 Naque;...;0,5386;0,4389
314437 Natalândia;...;0,5657;0,4083
314440 Natércia;0,4656;0,5984;0,4043
314450 Nazareno;0,4554;0,4899;0,4796
314460 Nepomuceno;0,6574;0,5709;0,4488
314465 Ninheira;...;0,5008;0,5275
314467 Nova Belém;...;0,7026;0,5147
314470 Nova Era;0,5336;0,5505;0,474
314480 Nova Lima;0,5603;0,6284;0,6914
314490 Nova Módica;0,6285;0,5858;0,5078
314500 Nova Ponte;0,5146;0,6048;0,5315
314505 Nova Porteirinha;...;0,6204;0,4077
314510 Nova Resende;0,5703;0,5029;0,4655
314520 Nova Serrana;0,4349;0,6135;0,3606
313660 Nova União;0,4832;0,5952;0,4223
314530 Novo Cruzeiro;0,5225;0,7495;0,5383
314535 Novo Oriente de Minas;...;0,601;0,5621
314537 Novorizonte;...;0,4674;0,4386
314540 Olaria;0,5594;0,5572;0,4222
314545 Olhos-d'Água;...;0,437;0,4617
314550 Olímpio Noronha;0,6329;0,4056;0,4065
314560 Oliveira;0,5636;0,5504;0,458
314570 Oliveira Fortes;0,4904;0,4961;0,4416
314580 Onça de Pitangui;0,4478;0,5124;0,4376
314585 Oratórios;...;0,3729;0,3952
314587 Orizânia;...;0,5381;0,5562
314590 Ouro Branco;0,5346;0,5549;0,5211
314600 Ouro Fino;0,5701;0,5369;0,4623
314610 Ouro Preto;0,5869;0,5622;0,5109
314620 Ouro Verde de Minas;0,5336;0,5168;0,5188
314625 Padre Carvalho;...;0,5811;0,4454
314630 Padre Paraíso;0,5015;0,6111;0,551
314655 Pai Pedro;...;0,5462;0,4678
314640 Paineiras;0,5508;0,4801;0,4626
314650 Pains;0,5635;0,4914;0,4676
314660 Paiva;0,4703;0,432;0,4476
314670 Palma;0,6001;0,5786;0,5087
314675 Palmópolis;...;0,6377;0,4627
314690 Papagaios;0,5923;0,6388;0,5014
314710 Pará de Minas;0,5624;0,573;0,4348
314700 Paracatu;0,5799;0,6052;0,5151
314720 Paraguaçu;0,5195;0,5509;0,4196
314730 Paraisópolis;0,5433;0,5344;0,4727
314740 Paraopeba;0,5148;0,5522;0,4568
314760 Passa Quatro;0,5823;0,5634;0,4928
314770 Passa Tempo;0,6534;0,7109;0,4979
314750 Passabém;0,5144;0,564;0,4183
314780 Passa-Vinte;0,4623;0,5383;0,4592
314790 Passos;0,5554;0,5429;0,4978
314795 Patis;...;0,5492;0,4725
314800 Patos de Minas;0,5874;0,5472;0,5078
314810 Patrocínio;0,5732;0,5971;0,4991
314820 Patrocínio do Muriaé;0,623;0,4291;0,4936
314830 Paula Cândido;0,5541;0,4621;0,4828
314840 Paulistas;0,5472;0,6667;0,5212
314850 Pavão;0,4893;0,5941;0,5296
314860 Peçanha;0,6514;0,6102;0,5304
314870 Pedra Azul;0,5764;0,6166;0,5473
314875 Pedra Bonita;...;0,6535;0,5082
314880 Pedra do Anta;0,5606;0,5552;0,5486
314890 Pedra do Indaiá;0,5179;0,4237;0,417
314900 Pedra Dourada;0,4358;0,4852;0,5455
314910 Pedralva;0,5643;0,5488;0,5591
314915 Pedras de Maria da Cruz;...;0,582;0,4679
314920 Pedrinópolis;0,4393;0,5904;0,4861
314930 Pedro Leopoldo;0,5646;0,5684;0,4761
314940 Pedro Teixeira;0,4904;0,4638;0,4185
314950 Pequeri;0,602;0,4896;0,443
314960 Pequi;0,5476;0,5952;0,4329
314970 Perdigão;0,4565;0,5061;0,3521
314980 Perdizes;0,6096;0,5599;0,5539
314990 Perdões;0,5192;0,52;0,5421
314995 Periquito;...;0,4707;0,4407
315000 Pescador;0,5114;0,5891;0,5331
315010 Piau;0,5505;0,4473;0,4228
315015 Piedade de Caratinga;...;0,4711;0,4673
315020 Piedade de Ponte Nova;0,6192;0,6293;0,3874
315030 Piedade do Rio Grande;0,5777;0,4987;0,4664
315040 Piedade dos Gerais;0,4401;0,4703;0,4856
315050 Pimenta;0,5335;0,5058;0,4547
315053 Pingo-d'Água;...;0,4502;0,4411
315057 Pintópolis;...;0,5428;0,5477
315060 Piracema;0,5499;0,5223;0,4425
315070 Pirajuba;0,4876;0,5182;0,5324
315080 Piranga;0,6051;0,5947;0,5215
315090 Piranguçu;0,6069;0,4192;0,4668
315100 Piranguinho;0,4903;0,4901;0,4333
315110 Pirapetinga;0,5105;0,5462;0,4774
315120 Pirapora;0,6199;0,6103;0,5515
315130 Piraúba;0,5299;0,5539;0,3714
315140 Pitangui;0,5167;0,528;0,4795
315150 Piumhi;0,5364;0,581;0,4741
315160 Planura;0,4689;0,5493;0,4409
315170 Poço Fundo;0,4969;0,4768;0,4505
315180 Poços de Caldas;0,5229;0,5611;0,5056
315190 Pocrane;0,4919;0,5902;0,4667
315200 Pompéu;0,5688;0,6352;0,5352
315210 Ponte Nova;0,6001;0,5777;0,5173
315213 Ponto Chique;...;0,6085;0,4594
315217 Ponto dos Volantes;...;0,5803;0,5371
315220 Porteirinha;0,5223;0,5495;0,5106
315230 Porto Firme;0,5012;0,4781;0,4663
315240 Poté;0,5432;0,5483;0,4834
315250 Pouso Alegre;0,5306;0,5716;0,4917
315260 Pouso Alto;0,5346;0,5229;0,6336
315270 Prados;0,5009;0,4709;0,4834
315280 Prata;0,5067;0,5881;0,5155
315290 Pratápolis;0,5463;0,4508;0,45
315300 Pratinha;0,5418;0,5373;0,5571
315310 Presidente Bernardes;0,6536;0,5203;0,4652
315320 Presidente Juscelino;0,5667;0,4983;0,4133
315330 Presidente Kubitschek;0,5047;0,4615;0,4664
315340 Presidente Olegário;0,4629;0,5148;0,4574
315360 Prudente de Morais;0,5223;0,4734;0,4285
315370 Quartel Geral;0,4805;0,5974;0,4738
315380 Queluzito;0,4702;0,5082;0,4657
315390 Raposos;0,4215;0,4339;0,5235
315400 Raul Soares;0,5858;0,6062;0,5153
315410 Recreio;0,7693;0,5683;0,4779
315415 Reduto;...;0,4501;0,5262
315420 Resende Costa;0,5355;0,5397;0,4852
315430 Resplendor;0,5349;0,5769;0,5531
315440 Ressaquinha;0,5072;0,5364;0,429
315445 Riachinho;...;0,6165;0,4904
315450 Riacho dos Machados;0,5951;0,6329;0,4462
315460 Ribeirão das Neves;0,4536;0,4483;0,408
315470 Ribeirão Vermelho;0,5524;0,5491;0,4373
315480 Rio Acima;0,4345;0,4596;0,4747
315490 Rio Casca;0,6365;0,6105;0,4741
315510 Rio do Prado;0,5257;0,6066;0,5025
315500 Rio Doce;0,5357;0,5286;0,4538
315520 Rio Espera;0,5762;0,5284;0,4858
315530 Rio Manso;0,4733;0,457;0,4371
315540 Rio Novo;0,5401;0,5895;0,478
315550 Rio Paranaíba;0,5428;0,4728;0,5104
315560 Rio Pardo de Minas;0,5071;0,5873;0,532
315570 Rio Piracicaba;0,6123;0,6071;0,4661
315580 Rio Pomba;0,5707;0,5686;0,4736
315590 Rio Preto;0,562;0,5665;0,5295
315600 Rio Vermelho;0,4986;0,5587;0,5642
315610 Ritápolis;0,4747;0,4753;0,4405
315620 Rochedo de Minas;0,5072;0,4534;0,3875
315630 Rodeiro;0,4555;0,4943;0,4623
315640 Romaria;0,5154;0,7106;0,5473
315645 Rosário da Limeira;...;0,562;0,4884
315650 Rubelita;0,4853;0,7067;0,5019
315660 Rubim;0,635;0,5812;0,4906
315670 Sabará;0,5431;0,4916;0,4693
315680 Sabinópolis;0,6147;0,5963;0,5231
315690 Sacramento;0,5705;0,5292;0,4481
315700 Salinas;0,5174;0,591;0,6637
315710 Salto da Divisa;0,7774;0,6247;0,5327
315720 Santa Bárbara;0,5207;0,5629;0,4839
315725 Santa Bárbara do Leste;...;0,4468;0,4405
315727 Santa Bárbara do Monte Verde;...;0,6002;0,5218
315730 Santa Bárbara do Tugúrio;0,5004;0,5858;0,4207
315733 Santa Cruz de Minas;...;0,4574;0,3938
315737 Santa Cruz de Salinas;...;0,7501;0,4961
315740 Santa Cruz do Escalvado;0,4992;0,5221;0,4597
315750 Santa Efigênia de Minas;0,4924;0,6319;0,4866
315760 Santa Fé de Minas;0,4353;0,5603;0,5377
315765 Santa Helena de Minas;...;0,5372;0,4983
315770 Santa Juliana;0,5902;0,5382;0,4463
315780 Santa Luzia;0,4685;0,4792;0,4495
315790 Santa Margarida;0,593;0,67;0,6193
315800 Santa Maria de Itabira;0,6255;0,575;0,4567
315810 Santa Maria do Salto;0,4672;0,5203;0,4477
315820 Santa Maria do Suaçuí;0,7275;0,6166;0,5459
315920 Santa Rita de Caldas;0,4287;0,5349;0,4322
315940 Santa Rita de Ibitipoca;0,4755;0,6119;0,5147
315930 Santa Rita de Jacutinga;0,5285;0,4946;0,4763
315935 Santa Rita de Minas;...;0,5427;0,4488
315950 Santa Rita do Itueto;0,5771;0,5353;0,45
315960 Santa Rita do Sapucaí;0,6108;0,5895;0,4942
315970 Santa Rosa da Serra;0,3898;0,3961;0,4704
315980 Santa Vitória;0,5694;0,5685;0,4711
315830 Santana da Vargem;0,5867;0,5472;0,4021
315840 Santana de Cataguases;0,4942;0,4908;0,4122
315850 Santana de Pirapama;0,5988;0,5386;0,4258
315860 Santana do Deserto;0,4608;0,4785;0,4672
315870 Santana do Garambéu;0,5445;0,5946;0,5441
315880 Santana do Jacaré;0,4775;0,4889;0,4176
315890 Santana do Manhuaçu;0,5545;0,4593;0,4831
315895 Santana do Paraíso;...;0,5192;0,4314
315900 Santana do Riacho;0,5426;0,5628;0,5293
315910 Santana dos Montes;0,4746;0,4954;0,4053
315990 Santo Antônio do Amparo;0,5704;0,5239;0,4365
316000 Santo Antônio do Aventureiro;0,4543;0,459;0,4255
316010 Santo Antônio do Grama;0,5907;0,5143;0,4238
316020 Santo Antônio do Itambé;0,5066;0,4931;0,4796
316030 Santo Antônio do Jacinto;0,5711;0,5936;0,5323
316040 Santo Antônio do Monte;0,5372;0,4972;0,4941
316045 Santo Antônio do Retiro;...;0,6031;0,5951
316050 Santo Antônio do Rio Abaixo;0,4231;0,5469;0,5286
316060 Santo Hipólito;0,5802;0,6171;0,5459
316070 Santos Dumont;0,5519;0,5441;0,5098
316080 São Bento Abade;0,4673;0,4868;0,4277
316090 São Brás do Suaçuí;0,5356;0,579;0,5402
316095 São Domingos das Dores;...;0,5356;0,4828
316100 São Domingos do Prata;0,5988;0,6151;0,4948
316105 São Félix de Minas;...;0,587;0,4679
316110 São Francisco;0,5235;0,6132;0,5575
316120 São Francisco de Paula;0,43;0,4907;0,3891
316130 São Francisco de Sales;0,5483;0,5772;0,5311
316140 São Francisco do Glória;0,5226;0,4871;0,4742
316150 São Geraldo;0,5575;0,5424;0,4168
316160 São Geraldo da Piedade;0,4618;0,5776;0,5563
316165 São Geraldo do Baixio;...;0,5351;0,4981
316170 São Gonçalo do Abaeté;0,4766;0,5506;0,4736
316180 São Gonçalo do Pará;0,4475;0,47;0,4079
316190 São Gonçalo do Rio Abaixo;0,572;0,5335;0,4787
312550 São Gonçalo do Rio Preto;0,4717;0,6038;0,4367
316200 São Gonçalo do Sapucaí;0,5882;0,5665;0,528
316210 São Gotardo;0,5685;0,7257;0,5173
316220 São João Batista do Glória;0,5662;0,5213;0,4537
316225 São João da Lagoa;...;0,6085;0,4877
316230 São João da Mata;0,5007;0,4604;0,4016
316240 São João da Ponte;0,4726;0,5555;0,4828
316245 São João das Missões;...;0,6884;0,5225
316250 São João del Rei;0,5823;0,5476;0,5258
316255 São João do Manhuaçu;...;0,6456;0,5878
316257 São João do Manteninha;...;0,5145;0,443
316260 São João do Oriente;0,5347;0,5081;0,4496
316265 São João do Pacuí;...;0,4905;0,6465
316270 São João do Paraíso;0,49;0,5175;0,4571
316280 São João Evangelista;0,6236;0,5997;0,5297
316290 São João Nepomuceno;0,5516;0,5015;0,4224
316292 São Joaquim de Bicas;...;0,5333;0,4538
316294 São José da Barra;...;0,5474;0,505
316295 São José da Lapa;...;0,4762;0,4483
316300 São José da Safira;0,6104;0,4946;0,4783
316310 São José da Varginha;0,4292;0,4834;0,4909
316320 São José do Alegre;0,5538;0,5432;0,4773
316330 São José do Divino;0,6127;0,591;0,5745
316340 São José do Goiabal;0,5569;0,4675;0,5289
316350 São José do Jacuri;0,5063;0,5069;0,4947
316360 São José do Mantimento;0,4725;0,6031;0,4919
316370 São Lourenço;0,6073;0,6403;0,517
316380 São Miguel do Anta;0,6435;0,5555;0,447
316390 São Pedro da União;0,4885;0,4927;0,4594
316410 São Pedro do Suaçuí;0,4108;0,5413;0,485
316400 São Pedro dos Ferros;0,5357;0,5376;0,4315
316420 São Romão;0,5547;0,6219;0,5301
316430 São Roque de Minas;0,4406;0,5337;0,4532
316440 São Sebastião da Bela Vista;0,5658;0,4352;0,4342
316443 São Sebastião da Vargem Alegre;...;0,5873;0,4217
316447 São Sebastião do Anta;...;0,4821;0,4555
316450 São Sebastião do Maranhão;0,4922;0,5894;0,5435
316460 São Sebastião do Oeste;0,4463;0,4832;0,4102
316470 São Sebastião do Paraíso;0,5416;0,535;0,4736
316480 São Sebastião do Rio Preto;0,6097;0,4405;0,5052
316490 São Sebastião do Rio Verde;0,585;0,6957;0,4263
316520 São Thomé das Letras;0,5626;0,5479;0,4017
316500 São Tiago;0,5498;0,5096;0,4477
316510 São Tomás de Aquino;0,4699;0,4575;0,4319
316530 São Vicente de Minas;0,6443;0,6018;0,5282
316540 Sapucaí-Mirim;0,4532;0,5216;0,4466
316550 Sardoá;0,5611;0,5824;0,4984
316553 Sarzedo;...;0,4459;0,4641
316556 Sem-Peixe;...;0,5291;0,4442
316557 Senador Amaral;...;0,6218;0,4573
316560 Senador Cortes;0,4971;0,442;0,5846
316570 Senador Firmino;0,614;0,4945;0,4386
316580 Senador José Bento;0,5025;0,5213;0,4012
316590 Senador Modestino Gonçalves;0,5078;0,6738;0,4339
316600 Senhora de Oliveira;0,5274;0,524;0,4529
316610 Senhora do Porto;0,511;0,5612;0,476
316620 Senhora dos Remédios;0,4618;0,5724;0,4464
316630 Sericita;0,633;0,6537;0,4523
316640 Seritinga;0,5001;0,4522;0,4284
316650 Serra Azul de Minas;0,5893;0,5823;0,5483
316660 Serra da Saudade;0,3693;0,5811;0,3792
316680 Serra do Salitre;0,5349;0,5402;0,5316
316670 Serra dos Aimorés;0,5951;0,5424;0,5723
316690 Serrania;0,5187;0,4637;0,4491
316695 Serranópolis de Minas;...;0,4383;0,5356
316700 Serranos;0,5027;0,4759;0,5075
316710 Serro;0,6374;0,6742;0,6597
316720 Sete Lagoas;0,5672;0,5758;0,5353
316555 Setubinha;...;0,5435;0,549
316730 Silveirânia;0,5512;0,4885;0,4107
316740 Silvianópolis;0,5362;0,5095;0,4721
316750 Simão Pereira;0,4582;0,5017;0,5141
316760 Simonésia;0,5065;0,5623;0,5094
316770 Sobrália;0,5729;0,5052;0,4885
316780 Soledade de Minas;0,5569;0,4426;0,4544
316790 Tabuleiro;0,5085;0,5504;0,456
316800 Taiobeiras;0,569;0,6014;0,5166
316805 Taparuba;...;0,5201;0,3994
316810 Tapira;0,5034;0,4551;0,5532
316820 Tapiraí;0,4393;0,4379;0,4552
316830 Taquaraçu de Minas;0,6428;0,5129;0,4547
316840 Tarumirim;0,5649;0,6176;0,4812
316850 Teixeiras;0,541;0,5987;0,5609
316860 Teófilo Otoni;0,6342;0,6073;0,5853
316870 Timóteo;0,5266;0,5335;0,4893
316880 Tiradentes;0,479;0,5642;0,5748
316890 Tiros;0,5724;0,4806;0,5427
316900 Tocantins;0,6251;0,5414;0,4237
316905 Tocos do Moji;...;0,4816;0,4184
316910 Toledo;0,5235;0,5689;0,4013
316920 Tombos;0,5778;0,5057;0,5328
316930 Três Corações;0,5785;0,5689;0,5655
316935 Três Marias;0,5135;0,5302;0,5297
316940 Três Pontas;0,5608;0,5581;0,5126
316950 Tumiritinga;0,7275;0,5158;0,4635
316960 Tupaciguara;0,6264;0,5995;0,5047
316970 Turmalina;0,5387;0,5648;0,5058
316980 Turvolândia;0,4669;0,468;0,4949
316990 Ubá;0,5497;0,5481;0,5044
317000 Ubaí;0,5504;0,6379;0,4951
317005 Ubaporanga;...;0,5767;0,4113
317010 Uberaba;0,5401;0,5663;0,5052
317020 Uberlândia;0,5296;0,5639;0,5122
317030 Umburatiba;0,4164;0,5276;0,4973
317040 Unaí;0,5884;0,7024;0,5347
317043 União de Minas;...;0,5577;0,4588
317047 Uruana de Minas;...;0,5235;0,5361
317050 Urucânia;0,5541;0,5204;0,4131
317052 Urucuia;...;0,6348;0,4704
317057 Vargem Alegre;...;0,499;0,4994
317060 Vargem Bonita;0,4704;0,4696;0,3889
317065 Vargem Grande do Rio Pardo;...;0,5804;0,4576
317070 Varginha;0,6043;0,5643;0,5186
317075 Varjão de Minas;...;0,4546;0,4042
317080 Várzea da Palma;0,5555;0,5823;0,47
317090 Varzelândia;0,5439;0,6201;0,5144
317100 Vazante;0,537;0,5806;0,4606
317103 Verdelândia;...;0,5176;0,4558
317107 Veredinha;...;0,4906;0,4346
317110 Veríssimo;0,5561;0,5652;0,5029
317115 Vermelho Novo;...;0,5195;0,5316
317120 Vespasiano;0,4964;0,5292;0,438
317130 Viçosa;0,5955;0,6101;0,5628
317140 Vieiras;0,4727;0,5173;0,4314
317160 Virgem da Lapa;0,4929;0,6055;0,4999
317170 Virgínia;0,5256;0,5341;0,4741
317180 Virginópolis;0,6033;0,5701;0,4983
317190 Virgolândia;0,6094;0,5977;0,5019
317200 Visconde do Rio Branco;0,6049;0,5555;0,4941
317210 Volta Grande;0,5842;0,5758;0,523
317220 Wenceslau Braz;0,5385;0,6224;0,436
Total;0,6188;0,6159;0,5634
Fonte: IBGE/Censos Demográficos 1991, 2000 e 2010;;;
